  5  4       -38
 STEP TIME TOTE TOTK ENER
 EP-K TEMP BOND ANGL DIHE
 IMPR VDW  ELEC HBON HARM
 DMC  RGY 
    -239208.5987       3450.5662        993.8541          0.0000          0.0000
          0.0000        788.1670      -5148.1381          0.0000          0.0000
          0.0000          0.0000
             313          0.3130    -220271.1192       9481.3430    -229752.4622
    -239233.8052       3463.8934        994.8397          0.0000          0.0000
          0.0000        778.5755      -5140.7655          0.0000          0.0000
          0.0000          0.0000
             314          0.3140    -220222.7661       9516.3821    -229739.1482
    -239255.5303       3476.6920        995.1634          0.0000          0.0000
          0.0000        770.3913      -5132.0713          0.0000          0.0000
          0.0000          0.0000
             315          0.3150    -220174.4604       9550.1738    -229724.6342
    -239274.8081       3489.0155        991.1678          0.0000          0.0000
          0.0000        763.8654      -5119.5354          0.0000          0.0000
          0.0000          0.0000
             316          0.3160    -220121.3333       9588.2870    -229709.6203
    -239297.9073       3502.9907        982.8845          0.0000          0.0000
          0.0000        758.3768      -5103.2290          0.0000          0.0000
          0.0000          0.0000
             317          0.3170    -220062.1829       9632.8589    -229695.0418
    -239327.9008       3519.2449        975.3156          0.0000          0.0000
          0.0000        753.9036      -5089.1421          0.0000          0.0000
          0.0000          0.0000
             318          0.3180    -220024.4834       9656.8903    -229681.3738
    -239338.2641       3528.0689        973.0748          0.0000          0.0000
          0.0000        750.1240      -5081.8853          0.0000          0.0000
          0.0000          0.0000
             319          0.3190    -219994.5258       9674.5616    -229669.0874
    -239343.6490       3534.5301        975.5550          0.0000          0.0000
          0.0000        746.9444      -5081.1743          0.0000          0.0000
          0.0000          0.0000
             320          0.3200    -219950.9299       9707.4781    -229658.4080
    -239365.8861       3546.4894        980.2058          0.0000          0.0000
          0.0000        744.2060      -5084.5705          0.0000          0.0000
          0.0000          0.0000
             321          0.3210    -219904.4665       9744.2278    -229648.6943
    -239392.9221       3559.9665        982.4753          0.0000          0.0000
          0.0000        741.8142      -5086.8783          0.0000          0.0000
          0.0000          0.0000
             322          0.3220    -219860.4009       9779.2639    -229639.6648
    -239418.9287       3572.7781        980.1273          0.0000          0.0000
          0.0000        739.9822      -5085.7150          0.0000          0.0000
          0.0000          0.0000
             323          0.3230    -219814.2381       9815.7696    -229630.0077
    -239445.7773       3586.1066        975.5077          0.0000          0.0000
          0.0000        738.3552      -5081.8661          0.0000          0.0000
          0.0000          0.0000
             324          0.3240    -219753.9951       9865.8554    -229619.8505
    -239485.7058       3604.4369        971.4949          0.0000          0.0000
          0.0000        736.7222      -5078.0370          0.0000          0.0000
          0.0000          0.0000
             325          0.3250    -219689.5371       9920.1991    -229609.7362
    -239529.9354       3624.2788        971.1787          0.0000          0.0000
          0.0000        735.5686      -5078.2541          0.0000          0.0000
          0.0000          0.0000
             326          0.3260    -219630.4375       9969.2107    -229599.6482
    -239568.8590       3642.1776        975.6636          0.0000          0.0000
          0.0000        734.4760      -5083.2713          0.0000          0.0000
          0.0000          0.0000
             327          0.3270    -219566.0422      10023.1512    -229589.1934
    -239612.3446       3661.8909        980.4464          0.0000          0.0000
          0.0000        733.2867      -5088.0551          0.0000          0.0000
          0.0000          0.0000
             328          0.3280    -219512.1978      10065.8559    -229578.0537
    -239643.9096       3677.5340        981.5354          0.0000          0.0000
          0.0000        732.0799      -5088.4458          0.0000          0.0000
          0.0000          0.0000
             329          0.3290    -219465.9616      10100.3825    -229566.3441
    -239666.7266       3690.1249        977.6640          0.0000          0.0000
          0.0000        730.6432      -5083.0258          0.0000          0.0000
          0.0000          0.0000
             330          0.3300    -219420.0586      10134.2960    -229554.3547
    -239688.6507       3702.5020        972.3799          0.0000          0.0000
          0.0000        729.4023      -5076.0219          0.0000          0.0000
          0.0000          0.0000
             331          0.3310    -219377.1163      10164.1592    -229541.2755
    -239705.4347       3713.5017        969.4938          0.0000          0.0000
          0.0000        728.4612      -5070.4969          0.0000          0.0000
          0.0000          0.0000
             332          0.3320    -219329.8847      10199.1414    -229529.0261
    -239728.1675       3726.2331        970.8465          0.0000          0.0000
          0.0000        727.6327      -5069.9573          0.0000          0.0000
          0.0000          0.0000
